,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1428,32129,1,1000.0,650.0,9750.0,700.0,3250.0,False,,,Creative Studio and Event Space,"Our Studios is conveniently located near by 105,405 & 110 Freeways. We are only 1 mile from SpaceX & Tesla Design Center, 6 miles from LAX, 4 mile from beaches and extremely convenient for Southbay productions while still only 8 miles from DTLA and 10 from Hollywood.

This listing books our 1,144 sf amazing film studio, video studio, photo studio, production space. Besides the white CYC wall we have some interesting backdrops and spaces to shoot in around the facility. It also has a wood wall, and tiki bar set which are all included in the space rental.

The studio has some natural light and can be fully blacked out.

We are also a complete rental house with tons of lighting and camera gear available for rent.

The studio is over 1000ft²  includes an White CYC (Cyclorama/Infinity) wall, PRE-LIT with Aputure RGB P300c Nova lights. Preprogramed to provide any color you can instantly turn the background into a green screen or anything color you want  25 feet wide and 16 feet deep, 10 feet tall. With a  flat matte white paint, We can paint it green for a $450 fee for longer Productions. Our space is perfect for your next video/film/commercial project or photography shoot. Looking in the other direction we have a modern custom wood paneled wall and bar setup ready to shoot.  
.
The studio has a private makeup/dressing room connected to our beautiful Tiki bar in the back of the building. Tiki Bar can be added on to any production for additional space or for shooting.

The bathrooms are located within the unit.

A full service kitchen can be added for additional charge. 

Up to 8 Parking spots available. Our lot is first come first serve. 2 spaces close to the door are reserved for daily operations and unavailable during business hours.  There is ample parking on the street as well.

8’ x 8’ garage doors for load-in and load-out. We are able to accommodate large and small productions.

IDEAL USE: Music Video Shoots, Photo Shoots, Commercial Shoots, Interviews, Film Shoots, Dance Shoots, Cars & Trucks, Production Events

Super hot & cold Air Conditioning

Fast Internet and the ability to broadcast Live from the space! 

SOUND
A lot of commercials with sound, interviews and films are shot here. The space is NOT 100% soundproof, meaning that an occasional sound from outside may make it through, but those sounds tend to be for about a second or two and are few and far-between.

POWER DETAILS
We have 20amp outlets  on ceiling and walls, for a total of 200 amps (dedicated power) of easily accessible power.

ADDITIONAL RENTALS
We also have a Sound mixing & recording room, cool podcast room/creative work space and edit-bay/color suite connected that can also be rented (great for shooting office scenes) if needed

ADDITIONAL SERVICES
If you need any additional production team members, such as a camera person, lighting specialists, grip, editor, hair, makeup, styling, assisting, photography, and digital retouching services, we have experienced professionals we've worked with in the past that we can reach out to for you at their respective (but highly competitive) prices.",,,Hawthorne,90250,Photo / Filming Studio,,Air Conditioning;Electricity;Fitting Rooms;Heating;Lighting;Security System;Sound & Video Equipment;Toilets;Bathroom;Private Parking;Large Door Entrance;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Shop Share;Photo Shooting,los-angeles
1434,32003,1,7.0,599.0,,,,False,,,Large Production Photo and Video Studio  4,"Large rental production photo studio with car access, neon cube, makeup and changing rooms, gated parking, and loading area.",,,Hawthorne,90250,Photo / Filming Studio,,Garment Rack;Electricity;Fitting Rooms;Lighting;Toilets;Industrial;Private Parking;Large Door Entrance;Multiple Rooms,Fashion Show;Private Sale;Product Launch;Pop-Up Store;Photoshoot & Filming;Conference;Meeting;Photo Shooting,los-angeles
1441,33878,1,,1.0,,,,False,,,Automobile Driving Museum,"*Pricing is negotiated depending on which of our rooms is rented and on duration of event*

We are an interactive vintage car museum, and we have several spaces we rent out to accommodate your event needs! We can rent out the exhibit floor and move most of the cars for the largest space that seats 500 and fits 1000 standing, and we have a ballroom that we use for events only, which seats 250 and fits 500 standing. Our outdoor alley is of the same capacity. We also have an ice cream parlor that fits 40 people, and a conference room for meetings.  We provide basic A/V equipment and have dance floors/stages that can be added. We also have a kitchen for catering prep, and can recommend preferred vendors! Whatever your needs, we've got you covered. Contact us for a walkthrough, and have your next event in our unique, thematic space! You can even rent one of our cars for a grand entrance!",,,El Segundo,90245,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Handicap Accessible;Kitchen;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Private Parking;Large Door Entrance;Car Display;Multiple Rooms;Water Access;Smoking Area;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,los-angeles
1443,28715,1,,2500.0,25000.0,2500.0,13000.0,False,,,Modern Event Space | South Bay,"With a flexible and airy floorplan, the 2600SF event, meeting, photo, and film location can be sectioned off for respective areas (like formal dining, lounge, and children's playroom) *or* glass partitions can be opened up for free flow.  Dynamic, modern space with natural light that's easily transformed for birthdays, dinner parties, networking meetups, team offsites, professional meetings, corporate events, micro-weddings, baby and bridal showers, cocktail and rehearsal receptions, movie nights, photo and video shoots, and pop-ups.  Created with immense love, there is a 200-square-foot customizable, enclosed playroom for children, which can also be transformed into a different space if you need.",,South Redondo,Redondo Beach,90277,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Office Equipment;Toilets;Living Space;Ground Floor;Bathroom;Daylight;Private Parking;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,los-angeles
1449,32279,1,336.0,4200.0,62000.0,4500.0,21000.0,True,500.0,,HISTORIC BROADWAY STREET (MULTI-LEVEL RENTAL) DTLA,"As seen on  SAMSUNG, GOOGLE, AMAZON, FOX (commercial and shows):

This Cozy Warm Historic Retrofit Building is Perfect for Filming, Photo Productions, Art Gallery, Pop-Up, Short-Term Rental, Creative Experiential Space and More. The Multi-Level Rooftop Space is neighbors with to some of the hottest brands in the world.",,Downtown Los Angeles,Los Angeles,90014,Office Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Window Display;Office Equipment;Toilets;Living Space;Stunning View;Ground Floor;Rooftop;Bathroom;Elevator;Daylight;Raw;Whitebox / Minimal;Industrial;Private Parking;Water Access;Smoking Area;Animals Friendly;Soundproof;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,los-angeles
1460,30362,1,336.0,62.0,625.0,62.0,229.0,False,,,Beauty Studio II,"We're located right in the heart of Downtown Los Angeles. Newly remodeled space, ready for professionals in the beauty industry.",,Downtown Los Angeles,Los Angeles,90014,Creative Space,,Air Conditioning;Furniture;Counters;Electricity;Lighting;Internet;Toilets;Bathroom;Elevator;Multiple Rooms;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Meeting;Office;Shop Share;Photo Shooting,los-angeles
1481,32731,1,7.0,647.0,,,,False,,,Yukon 1 - Large White Cyc Wall,"This studio boasts a large corner cyclorama wall, a loading gate with car access, a high 16ft ceiling, free parking, and a separate MakeUp room.",,,Hawthorne,90250,Unique Space,,Furniture;Garment Rack;Electricity;Fitting Rooms;Lighting;Street Level;Internet;Toilets;Ground Floor;Industrial;Private Parking;Large Door Entrance;Multiple Rooms;Water Access,Fashion Show;Art Opening;Photoshoot & Filming;Photo Shooting,los-angeles
1487,6008,1,7.0,400.0,,400.0,2000.0,True,50.0,Pop-Up Shared Space in Silver Lake,Pop-Up Shared Space in Silver Lake,"This lovely shared space is located near Sunset Boulevard in Silver Lake. It is a great option for a Pop-Up Store.  

The frontage of this space is welcoming with a large window display and glass door entrance overlooking a parking lot. The interior is homey and tasteful with wood floors and an open layout. Extensive facilities include furniture, kitchen, internet and bathrooms making this space adaptable to many pop-up needs.  

A small portion of the floor space is available to be rented out  for you to set up your own display (50 sq ft).
Very limited wall space available.

------------------

1 or 2 Display Racks for $50 a day",This lovely shared space is located near Sunset Boulevard in Silver Lake.,Silver Lake,Los Angeles,90026,Boutique / Shop,,Air Conditioning;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Toilets,Art Opening;Pop-Up Store,los-angeles
1493,33608,1,336.0,80.0,1292.0,125.0,400.0,False,,,Echo Park/China Town Boutique Creative Space,"Experience the enchantment of a vintage-inspired haven nestled on the vibrant streets of Los Angeles. This exquisite boutique beckons you to immerse yourself in its captivating charm, whether you're seeking a pop-up shop or a versatile creative sanctuary. Step into a world where nostalgia and contemporary aesthetics intertwine effortlessly.  

Situated on the illustrious Sunset Blvd, this hidden gem offers the accessibility of a major street or the privacy of a private back entrance. Convenient parking lot and abundant street parking. As you enter, you'll discover a meticulously designed space, evoking an ambiance that sparks inspiration. The furnishings, meticulously curated, can be removed entirely, granting you an open canvas to cultivate your artistic vision or foster an imaginative environment.

Indulge in the luxury of a private bathroom, ensuring utmost comfort for you and your guests. Additionally, a spacious back room provides ample storage, ensuring seamless organization and convenience.

Unlock the potential of this remarkable boutique, where your aspirations can blossom and your creativity can thrive. It invites you to embark on a captivating journey, where every detail has been carefully considered to create an unforgettable experience.  *Please note this space is on the 2nd floor and there is no wheel chair access. 
Renters wanting more than 30 days will need to submit a security deposit.  If renting for more than 5 days during July-September there will be a utilities fee of $10 per week.
No hanging anything on walls unless the fixtures are already there.  No painting, construction, or moving of furniture.  Any damaged furniture will be subtracted from the security deposit. 
Be respectful of other tenets in the building.",,Echo Park,Los Angeles,90012,Boutique / Shop,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Lighting;Security System;Stock Room;Window Display;Toilets;Bathroom;Private Parking;Water Access;Animals Friendly,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Shop Share;Photo Shooting,los-angeles
1535,34011,1,14.0,165.0,,165.0,800.0,True,40.0,,2 bedroom bright apartment ideal for photoshoots,"It is a spacious 2-bedroom, 2-bath unit with a total area of 1100 square feet. 
The presence of two balconies allows you to enjoy the outdoors and soak up some fresh air. The kitchen is a functional and central part of the apartment, providing a space for cooking and meal preparation. 
The abundant natural light fills the rooms, creating a bright and airy atmosphere. With its natural light, bright ambiance, and spacious layout, this apartment would indeed be great for photo shoots. 
The abundance of natural light can enhance the quality of photographs, while the open and well-lit spaces provide ample room for setting up equipment and capturing stunning images. Whether it's for personal or professional use, this apartment offers an ideal setting for photo shoots, allowing for beautiful and well-lit compositions.",,Van Nuys,Los Angeles,91405,Apartment / Loft,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Toilets;Living Space;Bathroom;Elevator;Daylight;Private Parking;Multiple Rooms;Water Access;Smoking Area;Animals Friendly,Private Sale;Photoshoot & Filming;Meeting;Office;Photo Shooting,los-angeles
1547,29371,1,336.0,800.0,12000.0,1000.0,4000.0,False,,,Multi-purpose white box retail storefront on prime Melrose Ave.,"This 950 square foot space is white boxed and ready for retail pop ups, art showings, artist meet and greets and more!  The facia has a usable sign awning, and a ramp for ADA compliance.  The interior features open space, high ceilings, concrete floors bright lights and white walls ready for your usage needs.  A digital advertising display adorns part of the front window, visible in photos.  Inquire about advertising on it!  The block it sits on is home to popular destinations, The Groundlings Theater and Round Two vintage apparel- plenty of foot traffic for retail pop ups.  Available extras include custom apparel merchandise printing, security and clean up. Available operating hours are 10-8 daily.",,Fairfax,Los Angeles,90046,Boutique / Shop,,Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Ground Floor;Bathroom;Whitebox / Minimal;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Photoshoot & Filming;Shop Share;Photo Shooting,los-angeles
1562,33140,1,365.0,2000.0,30000.0,2000.0,10000.0,False,,,Creative office space,"Hip furniture showroom and creative office space with beautiful natural light, interesting mid century style & classic patina. 

Lots of parking available. Multiple spaces on the same block with a campus vibe for a variety of looks or uses.

Located along the LA River in the industrial flats of Boyle Heights, adjacent to the Arts District.

Rate shown is is based on a shoot or event with a crew/talent/guests count of 25 or less. Rate subject to change based on how many additional people beyond 25.

Please inquire for rates on larger productions/rentals and include the following details about your project.

Job Type:

Dates Needed:

Crew/Talent/Guest Size:

Hours Needed:

Miscellaneous Info Relevant to Your Shoot:

Cleaning Fee is additional, starts at $250 and goes up based on impact.

Thank you!",,Central LA,Los Angeles,90033,Photo / Filming Studio,,Air Conditioning;Furniture;Heating;Street Level;Internet;Office Equipment;Ground Floor;Daylight;Industrial;Private Parking;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,los-angeles
1583,33456,1,3.0,2200.0,,2700.0,,False,,,"Event Space in downtown San Pedro, CA","This space is situated in historic downtown San Pedro, California. Its timeless historic style conveys subtle elegance. The large, open space and floor-to-ceiling draping offer a majestic setting for any event.

Whether you’re hosting a wedding, quinceañera, birthday party, or corporate event, our venue, with beautiful chandeliers, elegant white draping, and attentive service will allow you to treat your guests to a lavish night they won’t soon forget!",,San Pedro,Los Angeles,90731,Event Space,,Air Conditioning;Furniture;Electricity;Heating;Lighting;Street Level;Internet;Toilets;Living Space;Ground Floor;Bar;Water Access,Art Opening;Product Launch;Corporate Event;Photoshoot & Filming,los-angeles
1588,32001,1,7.0,539.0,,,,False,,,High-ceiling photo studio with a cyclorama wall,"High-ceiling photo studio for rent with white cyclorama wall, textured walls, natural light windows, and greek inspired white steps.",,,Hawthorne,90250,Photo / Filming Studio,,Furniture;Garment Rack;Electricity;Fitting Rooms;Lighting;Toilets;Ground Floor;Daylight;Private Parking,Fashion Show;Private Sale;Art Opening;Photoshoot & Filming;Conference;Meeting;Photo Shooting,los-angeles
1610,30098,1,,2500.0,30000.0,2800.0,11000.0,False,,,"Large Event Space,Art Gallery & Music Venue in the Los Angeles Arts District","This beautiful 5,200 square ft. art gallery currently showcases art from world renowned artists.  High ceilings, large windows, track lighting, sky lights and open space makes this a perfect location for private concerts, product launches and events. 

Located in curated section of downtown Los Angeles, the Arts District is known for its Famous Murals, Michelin star restaurants and renowned retail shops that surround the venue.

A 16ft. circular stage is perfect for presentations, musical performances, and sponsor advertisements. 3 bars in separate corners of the venue can be staffed and run by you or can be handled by our facility. 

Easy access and ample parking make this a perfect location for your next event. We have 50 parking spots in the lot and 75 adjacent.",,Downtown Los Angeles,Los Angeles,90021,Art Gallery,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Street Level;Internet;Sound & Video Equipment;Ground Floor;Bathroom;Bar;Daylight;Large Door Entrance;Water Access;Animals Friendly,Fashion Show;Private Sale;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,los-angeles
1639,33457,1,2.0,1700.0,,1700.0,,False,,,Prime Retail / Multi-Purpose Industrial Warehouse Space near Beverly Hills,"Our warehouse is 3500 sq. ft.  and Beverly Hills adjacent, with an open floor plan that can be transformed into a retail or pop-up store, gallery, studio, office, or community space. Located on Robertson Blvd (a central location with lots of street traffic). It is a vintage car garage, converted into a retail space and has a cool industrial vibe with plenty of natural lighting. 

AMENITIES:
-  Clothing racks and built in garment racks
-  Fitting rooms
- Retail display tables and banquet tables
- It can fit +200 people at once - great for any event or brand pop up. 
- Bathroom
- String lights 
- Space includes vintage cars in roped off section, to bring your event to the next level! 

The space has 2 rooms - 1 front room with large window displays on Robertson Blvd. and then the larger warehouse space with a bathroom! We have clothing racks and built in garment racks available for use. We also have display tables, 2 banquet tables, and retail displays for use. 

Space is available to rent on the weekends for your event!",,Pico - Robertson,Los Angeles,90035,Event Space,,Furniture;Garment Rack;Electricity;Lighting;Street Level;Window Display;Ground Floor;Bathroom;Industrial;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Photo Shooting,los-angeles
1648,31922,1,7.0,719.0,,,,False,,,Photo Studio with Rain Feature and RGB Tunnel,"Car photo studio for rent with large black cyc wall and multiple rain features. 
RGB tunnel with multiple colors that can be synchronized with the music.",,Central LA,Los Angeles,90023,Unique Space,,Air Conditioning;Fitting Rooms;Lighting;Internet;Toilets;Ground Floor;Car Display;Water Access,Fashion Show;Product Launch;Fashion Showroom;Photoshoot & Filming;Meeting;Photo Shooting,los-angeles
1651,31473,1,60.0,300.0,4000.0,350.0,1500.0,False,,,Warehouse Loft Industrial Creative Space with Kitchen,"Open Air Industrial Loft Studio Space perfect for content creation, 
filming  and private events full kitchen and bathroom accessible",,Downtown Los Angeles,Los Angeles,90021,Atelier / Workshop Studio,,Furniture;Electricity;Heating;Kitchen;Internet;Toilets;Ground Floor;Bathroom;Daylight;Industrial;Large Door Entrance;Smoking Area,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Photoshoot & Filming;Food & Beverage;Meeting;Shop Share,los-angeles
1664,29453,1,,3600.0,,,,False,,,"Art Gallery Space in Santa Monica, CA","We are located in Santa Monica at Bergamot Station, where your guests could walk up to 22 more art galleries.  Our space has high ceilings and glass at both ends. The space is beautiful and it can hold 400 people. There is an upstairs space and an outside courtyard that can be used for an outdoor lounge, dance floor, catering, or most any other idea. The main space is 1400 sq. ft., the adjoining space 900 sq. ft. and the upstairs is 800 sq. ft.. As an art gallery, the space is open to different types of events. We have successfully hosted birthday bashes, charitable auctions, company holiday parties, wedding receptions, dinner parties, mixers, concerts, and much more. We are also always open to new ideas and types of celebrations.  Attached to our space is a gallery store that can be kept open or closed for any event. The store has high design and artist made objects including chairs, tables, lighting, tabletop, and jewelry. We have found that the store often adds a fun retail element for our client's guests.

The metro stops right in front of our gallery. There is unlimited parking and a restaurant open during the day. There are wonderful restaurants all over Santa Monica and we are 2 miles away from the famous Santa Monica pier.  We do not charge for not-for-profits.

Rate: $540 per hour",,Pico,Santa Monica,90404,Art Gallery,,Electricity;Handicap Accessible;Street Level;Internet;Ground Floor;Bathroom;Whitebox / Minimal;Industrial;Private Parking;Terrace,Fashion Show;Art Opening;Late Night Event (after 10pm);Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,los-angeles
1667,28122,1,168.0,575.0,7000.0,750.0,2500.0,False,,,"Cool Creative Office Suites, Meeting Room, Event Space near Downtown LA","Offering a variety of office suites, meeting spaces, and storage space there's plenty of opportunities to connect your business with our office Suites.   Open, Airy, and spacious office suites perfect for your pop up or ongoing business.  Four Conference Rooms, A sound recording room, a photo/video suite, back patio, Kitchen Space and 6 restrooms",,Central LA,Los Angeles,90012,Meeting Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom;Industrial;Large Door Entrance;Multiple Rooms,Fashion Show;Pop-Up Store;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Shop Share,los-angeles
1681,34358,1,,1200.0,,,,False,,,Spacious Multipurpose Bright Cyc Wall Studio with Natural Light and AC.,"Conveniently located in West LA, our Studio was envisioned as a purpose-built commercial spirits and cocktail photography studio. High ceilings, a large Cyc wall, and polished concrete floors characterize our dynamic space, making it perfectly suited for commercial shoots of all kinds. A liquid prep kitchen caters to all your R&D needs, while comprehensive amenities including on-site parking, a loading dock,air conditioning, and a Basic Grip Package ensure a relaxed yet professional atmosphere. Experience the perfect blend of craft and creativity at our Studio.",,Rancho Park,Los Angeles,90064,Photo / Filming Studio,,Air Conditioning;Electricity;Handicap Accessible;Heating;Security System;Internet;Toilets;Ground Floor;Bathroom;Daylight;Whitebox / Minimal;Private Parking;Large Door Entrance;Water Access,Meeting;Photo Shooting,los-angeles
1683,34520,1,7.0,800.0,,1000.0,5000.0,False,,,Small Private Party Space w/Spa Perfect for the Health Conscious,"Here you have an infrared sauna available for day parties of 20 or less. Perfect for health product launch, Art shows, wine tastings, workshops… 
Infrared sauna sessions available upon request.",,Downtown Los Angeles,Los Angeles,90015,Boutique / Shop,,Air Conditioning;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Street Level;Internet;Window Display;Toilets;Ground Floor;Bathroom;Daylight;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Shop Share;Photo Shooting,los-angeles
1707,29604,1,5.0,1000.0,,3000.0,,False,,,"Clean, wide, high ceiling warehouse for multiple uses in DTLA","Prime opportunity in East LA for creative office/flex conversion

Concrete Floors
6,500 SF 
Ground level Loading
Ceiling height 20FT
Sprinklered building
Power 2500 Amps, 480 Volts, 3 Phase, 4 Wire
2 Mens/Womens restrooms
Green room available
Trash cans available 
Decoration services available 
Table/Chair rentals available",,South Los Angeles,Los Angeles,90011,Event Space,,Electricity;Lighting;Street Level;Internet;Bathroom;Bar;Daylight;Raw;Industrial;Private Parking;Large Door Entrance;Car Display;Multiple Rooms;Smoking Area;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,los-angeles
1708,28713,1,,1680.0,18000.0,1917.0,8400.0,True,160.0,,Two-Story Mid Century Eclectic Creative Studio,"In the heart of Mid-City, between La Brea and Crenshaw, lies our 1600Sq ft eclectic creative studio. This two-story, 30 ft ceiling, industrial space is  poised with big windows on both levels that grace it with direct sunlight, allowing for a naturally well-lit space all throughout the day. 

The main entrance is located on the first floor with easy street access. 

The space is perfect for all events/productions - birthdays, launch parties, music events, photoshoots/commercial/interview/music videos. 

Upstairs - 15ft high ceiling mid- century design with eclectic wall colors and up-scale contemporary furniture, carefully curated for all your creative projects.

Downstairs - 15ft high ceiling industrial loft with large windows facing the main street. 
Variety seamless backdrops, lighting, a full-body mirror, a clothing rack and a working station. 

The space is walking distance or a short drive to a variety of food options and coffee places. 

We run a very flexible operation and we are confident that our space can accommodate all of your events/productions needs. Please make sure to read all the rules and feel free to reach out if you have any questions or requests!",,South Los Angeles,Los Angeles,90016,Creative Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Living Space;Ground Floor;Bathroom;Industrial;Large Door Entrance,Private Sale;Art Opening;Product Launch;Pop-Up Store;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,los-angeles
1737,32829,1,336.0,22500.0,150000.0,30000.0,100000.0,False,,,"18,000 sq ft Estate w/ Pond","This dramatic design and architecture follows throughout the three story main residence. The home consists of 5 bedrooms and 9 bathrooms including a large, private master suite. 

Also, includes a private pond with a built in stage for events, yoga and/or entertainment. 

This estate is perfect for entertaining as well as for those that seek an all encompassing private at home experience.",,Beverly Glen,Beverly Hills,90210,Mansion / House,,Air Conditioning;Counters;Electricity;Heating;Kitchen;Internet;Bathroom;Bar;Daylight;Private Parking;Car Display;Multiple Rooms;Smoking Area;Concierge;Animals Friendly;Terrace,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Conference;Food & Beverage;Meeting;Photo Shooting,los-angeles
1746,10927,1,336.0,10000.0,,10000.0,9000.0,False,,Creative Warehouse Space & Studio,Creative Warehouse Space & Studio,"This industrial 15,000 sq m space in the creative area of North East Los Angeles is perfect for Corporate Events, Product Launches and Art Exhibitions.

The interiors are arty with ceiling beams and high ceilings giving the space a welcoming feel. With facilities including professional lighting and the large space can accommodate a range of retail events.

Located close to Dodger Stadium and Los Angeles River, this space is easily accessible and a great location for events and product launches.","This industrial 8,000 sq m space in the creative area of North East Los Angeles is perfect for Corporate Events, Product Launches and Art Exhibitions.",Glendale,Los Angeles,90065,Warehouse,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Street Level;Internet;Sound & Video Equipment;Toilets;Bathroom;Industrial;Multiple Rooms,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,los-angeles
1768,23093,1,336.0,5000.0,45000.0,7500.0,15000.0,False,,Beverly Hills Art Gallery,Beverly Hills Art Gallery,"Approximately 2,800 square feet of creative space in a beautiful antique European architecture. Space features two elegant showrooms with solid hardwood floors,  The art space can comfortably hold up to 175+/- guests. Parking & Valet will be available.

*All gallery current exhibition will continue to be exhibited in the space during all rental. For remove/change artwork during the event rent will be an extra charge.

*For On-Site Dumpster disposal use an additional fee of $100.00 will be included in rental price.

*For Next-day Load-out and Vendor Pick-up a Rental fee of $200.00 will be included in rental price.


* The serving of alcohol is reserved for private events, guest list only, not open to the public. 
* Unplugged live music is ok. No bass, no drums, no amplification
* No Glass: if broken glass is found in gallery $200 fee applies.
* No loud music at any point during the booking.
* No adhesive tape on floors or walls. 
* No smoking inside gallery: $300 fee applies.
* Leave the gallery in the same condition as you found it.
* All artworks, gallery fixtures, gallery furniture can only be moved by the host upon request.
* All artworks, sculptures, film equipment of all kinds must have protective feet.
* Trash must be taken with the guest at the end of the booking. Trash left behind billed at $10 per bag.
* Smoke machines, aerosol cans to create smoke can be used for a flat rate of $250 per rental period.
* Storing art, event items: $250 per day starting immediately after rental period.
* The gallery is not responsible for any items left behind after the rental period is complete.","Approximately 2,800 square feet of creative space in a beautiful antique European architecture.",,Beverly Hills,90211,Art Gallery,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Food & Beverage,los-angeles
1839,12401,1,336.0,2000.0,15000.0,,5000.0,False,,Unique Space in the Arts District,BEAUTIFUL EXPOSED BOW TRUSS OLD SCHOOL LIVE/WORK WAREHOUSE IN ARTS DISTRICT,"This unique space is advantageously located in the heart of the Arts District of downtown LA. It is perfect for an Art Opening, Private Sale or Photoshoot. 

The space is composed of a beautiful white wall gallery space with sandblasted bow truss roof that adjoins a living/dining room filled with custom furniture and artwork. With a skylight as well as track and string lighting, this space has a luminous atmosphere.  It also offers basic facilities including a kitchen, furniture and internet and is happy to help accommodate your event needs.

Situated in the bustling downtown there is no shortage of amenities within walking distance. While the entrance is located in an alley, there is ample foot traffic, especially on the weekends as people explore the neighborhood.  It is a great option to connect with customers for an unforgettable event.",This unique space is advantageously located in the heart of the Arts District of downtown LA.,Arts District,Los Angeles,90013,Creative Space,,Furniture;Electricity;Handicap Accessible;Kitchen;Lighting;Street Level;Internet;Toilets;Living Space;Bathroom;Daylight;Whitebox / Minimal;Industrial;Multiple Rooms,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Meeting;Shop Share;Photo Shooting,los-angeles
