,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1261,30998,1,,675.0,30000.0,,,False,,,Event Space in the heart of SoHo,"This space is located in the heart of Soho surrounded by amazing Soho brick roads. Best location in the City for your event! Link for the video below.

Featuring an open space with a capacity of up to 60 people. Fully renovated building with Broadway street entrance with the elevator in the building. The space features professional adjustable lighting along with many different stands for product display. That's a LOFT space with hardwood floors and exposed brick walls giving it a rough yet sharp/clean appeal.

The space comes equipped with a surround sound system, stock room, 2 bathrooms, security cameras, alarm system, WiFi, kitchen, and a balcony.",,,New York,10012,Event Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Bathroom;Elevator;Daylight;Multiple Rooms;Water Access;Terrace,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,new-york
1264,28373,1,14.0,1400.0,,1750.0,8000.0,,,,Event Hall BK,"Perfect for all types of events whether it be a business meeting, gathering, seminar, training sessions, conferences or expos our space is sure to provide an ideal setting for a wide range of corporate and social events. 
Let us create the ideal environment.",,Downtown Brooklyn,Brooklyn,11201,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Heating;Lighting;Security System;Internet;Toilets;Bathroom,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,new-york
1277,26660,1,,12000.0,,,,,,,7500 sq/ft Lush Industrial Mediterranean,"Williamsburg, Brooklyn, 7,500 sq./ft. lush industrial Mediterranean commercial space boasts high ceilings, an open layout on two floors and plenty of natural light. It is a perfect combination of airy industrial design with impeccable touches of Mediterranean textiles, giving off a warm aesthetic.

PRICING STRUCTURES
Fully available Mon-Fri checking out until 4PM at a tiered (per guest count) price. 
Mon-Fri past 4PM, or all times during the weekend, full buyout + F&B minimums are needed.
For the buyouts, there are 2 options: total (entire restaurant) or partial (mezzanine area).

MON-FRI CHECK-OUT BEFORE 4PM:
Hourly price, per headcount.
Consult for detailed quote.


MON-FRI CHECK-OUT PAST 4PM, OR WEEKENDS:
Full buyout: $12,000 (+ fees +F&B buyout)
Partial buyout (mezzanine): $6,000 (+ fees +F&B buyout)

CAPACITY:
Full: 420
Partial/Mezzanine: 100

CAPACITY & PRICES (check-out until 4PM)
Meetings ― from $575/hr to $1105/hr
Events ― from $1,000/hr to $2400/hr
Productions ― from $595/hr to $880/hr
Showrooms ―  from $725/hr to $1390/hr

Minimum quotes (min. rental + cleaning + rep) start at $5,400




AMENITIES:
. Open layout
. Variety of backgrounds & textures
. Natural Light 
. Open Fire Oven & Pizza Kitchen 
. DJ Booth 
. Live Plants for Props
. Extensive Variety of Seating 
. Floor-to-Ceiling Garage Door Entrance
. Bar
. Stage
. Catwalk over Bar
. High Capacity Wifi 
. High Acoustical Ceilings 
. Skylight
. Outdoor Area
. Projector + Automatic Screen


SURROUNDINGS & PARKING
. Right next to McCaren Park
. Free street parking
. 0.3 miles (2 min drive) to the nearest parking garage 
. 8 min walk from Lorimer St subway station
. 10 min walk from Nassau Av or Graham Av subway station


ABOUT US
With over 1000+ bookings, 450+ unique clients, and 99% five-star reviews, we are a premium, venue-rental company that also provides extraordinary concierge service, managing over 20 exquisite spaces in New York. We have 6+ years of experience and are professionally staffed with 20+ experts. You can expect zero homeowner interaction, a 10-out-of-10, and end-to-end planning service for your needs.

WE HANDLE EVERYTHING 
We are a one-stop shop. When you decide to work with us, we will assign an inclusive dedicated concierge specialized in your rental type (events, meetings, productions, and showrooms) who will help translate your vision into reality. 

ARRIVAL & DEPARTURE
Upon arrival, the space will be prepped and spotless. The on-site rep will check you in and assist in equipment load in/out, set up all the tech you need, and will be available (but out of your way) the entire time in case you need assistance.  

SOME OF OUR CLIENTS
Our hosting experience includes intimate events, off-site meetings, birthday parties, wedding receptions and small shoots as well as corporate events and productions for: 
Google, Uber, Public Goods, Open Web, Hinge, AB Inbev, WeWork, HBO, Netflix, Bet Networks, ACB, NBC, Fox, Apple, LinkedIn Etsy, Smuggler, Droga 5, Samsung, Montefiore Hospital, Huff Post, Daily Harvest, L’Officiel, Victoria’s Secret, L’Oreal, Ralph Lauren. 


DISCLAIMERS
There is an F&B minimum to rent this space for Events. Please inquire for a quote.
COI is mandatory for all companies that book us for productions, meetings, and events. For individuals, we can refer affordable COI suppliers. Prices shown are our minimum before qualifying your reservation. Additional fees may apply once we have a full understanding of your project such as: total attendees, start/end time of your reservation, vehicles involved (production), the amount of EQ to load in/out, etc. 



Features
Bar chairs / Bar shelves / Bar stools / Blue tile stairs / Blue tiles / Brick walls / Brown bathroom / Ceramic  / Ceramic vases / Checkered armchair / Colorful furniture / Colorful striped couch / Colorful tiles / Crochet pendant chair / Double sink bathroom / Exposed brick wall / Exposed ceiling / Exposed pipes / Feature tiles / Granite column / Huge pendant lights / Hundreds of plants / Ivy / Live plants / Long countertop / Open bar / Open layout / Pending lights / Premium kitchen / Props / Red bathroom / Red ceiling / Red pipes / Restaurant  / Round tables / Skylight / Tall ceilings / Unique floors / Urban jungle / Urinal / Vaulted ceiling / Wood bench / Wood chairs / Wood coffee table / Wood doors / Wood tables / World art / Yellow table

Characteristics
Bold   / Eccentric   / Exclusive   / Extraordinary   / Extravagant   / Green   / Immense   / Incredible   / Nature   / One of a kind   / Outstanding   / Rare   / Singular   / Unique   / Unpredictable   / Unusual   / Urban jungle   / Vivacious   / Whimsical",,Williamsburg,Brooklyn,11222,Restaurant / Bar / Cafe,,Air Conditioning;Furniture;Counters;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Sound & Video Equipment;Toilets;Living Space;Ground Floor;Rooftop;Bathroom;Bar;Industrial;Liquor Licence,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,new-york
1299,25794,1,,3800.0,,,,False,,,"4,000 sq./ft. top floor workspace + skylight cafe + living room area in Chinatown","This 4,000 sqft. space in Chinatown has 4 Spaces in 1: three studios and one rooftop. 

Studio 1: Yellow / Orange Couch Room
Studio 2: Blue Walls Skylit Cafe
Studio 3: Open Workspace/Coworking Area

This top floor workspace + skylight cafe + living room area offers plenty of versatility, and is fully stocked with a kitchenette, sound system, AV projector, and ample variety of props, seating and table possibilities. The 6th floor offers an abundance of natural light and seating options making it the perfect venue for your next off-site meeting, pop-up, workshop, wedding or production.  

You can book combinations of these spaces. See details below.

AMENITIES: 
- 2 Private Breakout Rooms
- 3 Phone Booths
- Kitchenette
- Skylight Cafe
- Bluetooth Sony Amplifier
- AV Projector + Two TVs (all of which work with Apple TV)
- Two iMacs
- Changing Room 
- Freight Elevator 
- Additional areas for rent
- High Capacity WiFi
- Rooftop with view 
- Fire Escape with view 
- Extensive Variety of Props
- Natural Light 
- Plants for Props
- Upright Piano 
- Whiteboard
- Pro Coffee Machine
- Oven & Mini Oven
- Beer Dispenser


SURROUNDINGS & PARKING
. Parking available across the street for a good price.
. 5 min .walk from Canal St./Grant St subway station
. 10 min. walk to Tenement Museum and Essex Market
 

***************************** FAQ & DISCLAIMERS ******************************

CAN I BOOK ROOMS SEPARATELY?
You can book combinations of these spaces. See below:

Studio 1: Yellow Couch Room
Studio 2: Blue Walls Cafe
Studio 3: Open Coworking Area

MINIMUM QUOTES (RENTAL + CLEANING + ON-SITE REP) START AT: 
You can book many combinations of our studios + rooftop. See below:

Studio 1: Yellow / Orange Couch Room
Studio 2: Blue Walls Cafe
Studio 3: Open Coworking Area


Minimum for showrooms: $1750/day + fees (8h)

MINIMUM QUOTES (RENTAL + CLEANING + ON-SITE REP) START AT (15% OFF): 
Studio 1 + 2 = $1,650 (Was $1850)
Studio 1 + Studio 2 + Rooftop = $2,790 (Was $3150)
Studio 1 + Studio 2 + Studio 3 = $3,145 (Was: $3,540)
Studio 1 + Studio 2 + Studio 3 + Rooftop = $3,370 (Was: $3,800)
Studio 2 + Studio 3 = $2790 (Was: $3,150)
Studio 2 + Studio 3 + Rooftop = $3245 (Was: $3,660)
Studio 3 = $2,435 (Was $2,740) 
Studio 3 + Rooftop = $2,940 (Was $3,300)
Rooftop = $2,810 (Was: $3,200)


WILL THERE BE AN ON-SITE REP?
Yes. Fees start at $150/booking.

DO I NEED A CERTIFICATE OF INSURANCE? 
COI is mandatory for all companies that book us for productions, offsite meetings, and events. For individuals, we can offer trusted, affordable COI suppliers.

DISCLAIMERS
Prices shown are our minimum before qualifying your reservation. Additional fees may apply once we have a full understanding of your project such as: total number of attendees, start and end time of your reservation, vehicles involved in your project (production), the amount of EQ to load in and load out, type of activity, etc. All additional fees will be discussed with you and agreed upon in the qualification process.
*This building has a freight elevator with an operator. There is a fee for usage of the elevator outside business hours (Mon-Fri 9am-4pm) to cover the extra hours of the operator. Please be aware that this space is not ADA accessible. The space is located on the 6th floor of a historic building in Chinatown and access is limited to stair-access and a freight elevator.



ABOUT US
With over 1000+ bookings, 450+ unique clients, and 99% five-star reviews, we are a premium, venue-rental company that also provides extraordinary concierge service, managing over 20 exquisite spaces in New York. We have 6+ years of experience and are professionally staffed with 20+ experts (booking managers, ops team, concierge team, studio managers, and cleaning teams). Zero homeowner interaction, and end-to-end planning service for your needs.

WE HANDLE EVERYTHING 
We are a one-stop shop. When you decide to work with us, an inclusive dedicated concierge specialized in your rental type (events, meetings, productions, and showrooms) will shoulder all the heavy lifting of translating your vision into reality.

ARRIVAL & DEPARTURE
Upon arrival, the space will be prepped, spotless, and ready to use. The on-site rep will check you in and assist to load in/out your equipment, set up all the tech you need, and will be available (but out of your way) the entire time in case you need assistance.  


SOME OF OUR CLIENTS
Our hosting experience includes intimate events, off-site meetings, birthday parties, wedding receptions and small shoots as well as corporate events and productions for: 
Google, Uber, Public Goods, Open Web, Hinge, AB Inbev, WeWork, HBO, Netflix, Bet Networks, ACB, NBC, Fox, Apple, LinkedIn Etsy, Smuggler, Droga 5, Samsung, Montefiore Hospital, Huff Post, Daily Harvest, L’Officiel, Victoria’s Secret, L’Oreal, Ralph Lauren. 

ALL OUR SPACES & REVIEWS
bit.ly/SeeAllOurSpaces



This is an incredible and unique venue if you are looking for a short term retail space, or pop up retail space. 






Studio 1 Features
Art paintings / Banana leaf plant / Big plants / Blue armchair / Blue chair / Exposed ceiling / Exposed columns / Exposed pipes / Feature ceiling / High ceiling / Pendant lights / Shelves / White brick wall / White ceiling / White piano / White walls / White wood table / Wood chair / Wood coffee table / Wood side table / Yellow couch

Studio 2 Features
Skylight / Exposed ceiling / Exposed steel ceiling / Columns / Blue walls / Blue bench / Blue kitchen / Big plants / Blue pipes / Black tables Ambient lighting

Studio 3 Features
Art painting / Bare walls / Big leaf plant / Big room / Big windows / Black chair Black couch / Black window / Black windows / Blue chairs / Blue chairs / Blue couch / Exposed ceiling / Exposed Column / Exposed pipes/ Feature chairs  / Grey armchair / High ceiling /Meeting room table / Office chairs / Red chairs / Shelves / Skylight / White brick wall / White ceiling / White pipes / White walls / Wood chairs / Wood coffee table / Wood rocking chairs 

Rooftop Features
Manhattan Bridge view / Rooftop View / Freight Elevator

Space Characteristics
Artsy / Colorful / Fun / Huge / Gorgeous / Innovative / Inspiring / Intellectual / Inventive / Original / Stimulating / Spacious / Unique / Flex Space",,Chinatown,New York,10013,Office Space,,Air Conditioning;Furniture;Counters;Electricity;Fitting Rooms;Heating;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Rooftop;Bathroom;Elevator;Daylight;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,new-york
1307,33371,1,1.0,2400.0,,2800.0,,True,600.0,,Stunning Rooftop Event Space in Bushwick,"This massive, multi-level bar makes for a stunning and comfortable space for any occasion. With multiple rooftops, three full service bars, a large downstairs lounge, an elevator, and nine restrooms, this space is perfect for any production or event. Eclectic lighting, hand-painted walls, and vintage decor adorn all three themed spaces, from the Miami-inspired Rosé Room, the tropical Parakeet Club, and the fisherman's Lunker Lounge, you'll be able to fit any vibe necessary with this space!",,Bushwick,Brooklyn,11237,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Handicap Accessible;Kitchen;Lighting;Street Level;Office Equipment;Toilets;Stunning View;Ground Floor;Rooftop;Bathroom;Bar;Elevator;Daylight;Liquor Licence;Multiple Rooms;Animals Friendly;Terrace,Fashion Show;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,new-york
1312,31504,1,30.0,7000.0,110000.0,7250.0,32000.0,,,,Bright Showroom - Full Rental,"Bright and spacious showroom including up to 15 wooden racks and tables to work appointments.
Hi speed Wi-Fi and speaker to play music",,,New York,10018,Event Space,,Air Conditioning;Furniture;Electricity;Heating;Bathroom;Elevator,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,new-york
1317,30423,1,,2400.0,,,,,,,Sunlit Meeting Space Brooklyn,"CAPACITY & MINIMUM PRICES
Minimum quotes for Meetings & Productions: start at $1,550
Minimum quotes for Events: start at $2,150

Meetings ― max. 25 guests; from $175/hr to $210/hr
Events ― max: 40 guests; from $275/hr to $440/hr
Productions ― max: 20 guests; from $175/hr to $240/hr

Inquire for a full quote.

THE SPACE
This venue is a 1,300 sq./ft. office space strategically located in Brooklyn Navy Yard’s Flushing Avenue, between the Manhattan, Brooklyn, and Williamsburg bridges.

Fully stocked, the space welcomes in an outpour of natural light coming in from 14 windows, and has an open layout which, paired with rolling tables and chairs, means the space can be easily emptied out or changed to adapt to your offsite, production or event needs.

The easy access, combined with free on-site parking, a freight elevator —and our full Super Concierge service to arrange anything else you might need—, makes the space perfect for small offsite meetings, workshops, presentations, small events as well as all types of production shoots such as product and interview shoots. Parking box trucks is also free.

Need a bigger office-like space? Check with us. We manage 20+ incredible properties in NYC.

AMENITIES
Freight Elevator
2 Desks
12 Chairs
Small Sofa Lounge Area
Plants
AC + Heating
Sonos Speakers
Free on-site parking
Magnetic Whiteboard
High Capacity Wifi
Nespresso machine
TV with Apple TV + Chromecast

PARKING
Free on-site parking.
Box truck parking is also free.


ABOUT US
With over 1000+ bookings, 500+ unique clients, and 99% five-star reviews, we are a premium, pro-venue-rental company that also provides extraordinary concierge service, managing over 20 exquisite, hand-picked design-focused spaces across New York City. 
We have 6+ years of experience and are professionally staffed with 20+ experts (booking managers, ops team, concierge team, studio managers, and cleaning teams), you can expect zero homeowner interaction and a 10-out-of-10 service. We offer a premium experience catered by passionate professionals.

ABOUT US
Zero homeowner interaction, and end-to-end planning service for your needs.
With over 1000+ bookings, 500+ unique clients, and 99% five-star reviews, we are a professional venue-rental company that also provides extraordinary concierge service, managing over 20 exquisite spaces in New York. We have 6+ years of experience and are professionally staffed with 20+ experts (booking managers, ops team, concierge team, studio managers, and cleaning teams). 

A ONE-STOP-SHOP
When you book us, you unlock access to a dedicated concierge specialized in your rental type (events, meetings, productions, and showrooms) who will shoulder all the heavy lifting of translating your vision into reality. We'll arrange everything for you - catering, snacks or F&B, additional seating, photography, EQ, etc.

ARRIVAL & DEPARTURE
Upon arrival, the space will be prepped, spotless, and ready to use. The on-site rep will check you in and assist to load in/out your equipment, set up all the tech you need, and will be available (but out of your way) the entire time in case you need assistance. 

SOME OF OUR CLIENTS
Our hosting experience includes intimate events, off-site meetings, birthday parties, wedding receptions and small shoots as well as corporate events and productions for: 
Google, Uber, Public Goods, Open Web, Hinge, AB Inbev, WeWork, HBO, Netflix, Bet Networks, ACB, NBC, Fox, Apple, LinkedIn Etsy, Smuggler, Droga 5, Samsung, Montefiore Hospital, Huff Post, Daily Harvest, L’Officiel, Victoria’s Secret, L’Oreal, Ralph Lauren. 


***************************** FAQ & DISCLAIMERS ******************************

IS THERE A CLEANING FEE? HOW MUCH IS IT?
Yes. Cleaning fees start at $350/1-day booking. 

WILL THERE BE AN ON-SITE REP?
Yes. Fees start at $150/booking.

DO I NEED A CERTIFICATE OF INSURANCE? 
COI is mandatory for all companies that book us for productions, offsite meetings, and events. For individuals, we can offer trusted, affordable COI suppliers.

DISCLAIMERS
Prices shown are our minimum before qualifying your reservation. Additional fees may apply once we have a full understanding of your project such as: total number of attendees, start and end time of your reservation, vehicles involved in your project (production), the amount of EQ to load in and load out, type of activity, etc. All additional fees will be discussed with you and agreed upon in the qualification.",,Brooklyn Navy Yard,Brooklyn,11205,Office Space,,Air Conditioning;Furniture;Electricity;Heating;Internet;Office Equipment;Toilets;Bathroom;Elevator;Industrial;Private Parking,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
1321,10807,1,112.0,950.0,,,,False,,SoHo Event and Showroom Space,SoHo Event and Showroom Space,"This 300 sq ft space is located in a prime location in SoHo, it is ideal for Showrooms and Private Events.

Please note: this is not a storefront space. 

16 people max. 

The space has interiors quintessential to Lower Manhattan with exposed brick walls, detailed ceilings and a rustic feel. This venue is well-equipped for private and professional functions with a range of facilities and services available.

Located on one of SoHo's most popular streets, this is a great space for creative and professional events.","This 300 sq ft space is located in a prime location in SoHo, it is ideal for Showrooms and Private Events.",SoHo,New York,10012,Hall,,Air Conditioning;Furniture;Garment Rack;Electricity;Heating;Kitchen;Internet;Sound & Video Equipment;Toilets,Private Sale;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,new-york
1322,30327,1,25.0,1250.0,,1666.0,6000.0,False,,,Everyone’s Corner Space in Williamsburg - Events / Pop-ups / Photo & Film / Art Gallery,"Once a social club, this unique corner space tucked away from the bustle of South Williamsburg is a dreamscape for creatives and makers of all kinds. Any of the three rooms here lend themselves to the versatility of an intimate gathering, retail pop up, art gallery, movement class, workshop, and anything more one might imagine. 

The 900 sq ft first floor has two large walls on opposing ends of the space that open floor-to-ceilings doorways to each street, inviting passersby to wander in, or guests to flow freely in and out. A custom spiral staircase takes you from the main corner room into a 400 sq ft cool, seductive cavesque area full of LED color light options with space to dance, play or lounge. 

Bluetooth Sound System: There are 4 large Bose speakers throughout the space. They are wired to every room so you have continuous sound throughout. Receiver can also hook up to a soundboard for a DJ to play.

 »  Prices shown are base and may increase depending on size of event, day of the week, and any additional services opted. All additional fees will be discussed and agreed upon before booking.

 🜁  Check-In
The host will greet you upon arrival and stick around until you are settled with everything you need. The host will not be present during your reservation, but will be available by telephone and able to return to the space if needed.

 🜂  Check-Out
We provide you with a 30 minute grace period for clean up (subject to availability) for any reservations over 5 hours. We ask that you turn off the music at this time and clear the space. Anyone left in the space should be participating in clean up or is expected to leave.   

 🜃  Cleaning Fee
There is a cleaning fee of $100.

 🜄  About Us
We provide boutique event venues for intimate gatherings. Our spaces have also been a successful backdrop for countless photoshoots and films. We have hosted 400+ events since opening in 2021.


  ➳  Other Listings

Once Upon A Time - Unique Event Space & Pop Up Storefront w/ Secret Garden
https://www.thestorefront.com/listings/30328

  ➳  Features
Industrial chic aesthetic, old world charm, modern minimalist look, exposed brick walls, sliding barn door, industrial metal doors, reclaimed wood, wood bench, metal table, LED lights color change on request, select color changing lights, zabuton, floor cushions, zen room, plants, cement floor, concrete floor, basement with speakeasy or dungeon capabilities, speak easy, underground party room, spiral staircase, metal stairs, street level, wheelchair accessible, open layout, bluetooth enabled sound system, bose speakers, natural light, tobacco cloth curtains, blue carpet, blue room, blue rug, black zen tables, WiFi, tables, chairs, adjustable spotlights, spotlighting

  ➳  Perfect For Your
birthday party, intimate wedding, intimate dinner, bridal shower, graduation celebration, baby shower, off site meeting, creative workshop, pop-up market, pop up store, showroom, yoga class, matchmaking mixer, movement class, dance class, casting, forum, charity event, cocktail party, wedding reception, networking event, brainstorm meeting, brand launch, product launch, holiday party, mehendi party, music event, dance party, photo shoot, art exhibit, gallery event, bdsm workshop, elixir launch


__________________________________________________________
 HOUSE RULES  
⟣ All reservations require a license agreement

All events/productions require a $500 security deposit to be collected prior to the start of reservation and to be returned the following day upon inspection. We may ask for a larger deposit for larger events/productions. Additional insurance may also be required at the discretion of the host.

No smoking inside.
NO USE OF CANDLES (Other than for cake).
ABSOLUTELY NO GLITTER OR CONFETTI.
⟣ Any glitter or confetti will result in a total loss of security deposit.
All decorations brought in must be removed and taken out or thrown away.

⎊ Music/Sound

Any sound system/speakers brought into the space must be approved by owner/manager/staff of Rosa New York.

Any live music must end by 10pm.

Music volume must remain at a fair volume that will not disturb the neighborhood. All music must be off by 12am/weekends or 11pm/weeknights or when your reservation is complete.

⎊ Guests

All guests must also exit the space by 12am/weekends or 11pm/weeknights or when your reservation is complete, unless they are participating in the clean up. It is 100% your responsibility to relay all rules and information about the space to your guests.

⎊ Food & Alcohol

Alcohol is permitted, but please NO excessive drinking! If you are excessively intoxicated, you may be asked to leave. If you wish to sell alcohol, you would need to obtain a permit from the city. Outside catering is allowed at no extra charge, but please inquire about our catering partners, they are amazing!

⎊ Garbage

We will provide plenty of garbage and recycling bags & bins. When your garbage is full, please dispose of it in the designated area.(i.e. don’t put balloons with air inside garbage, place garbage in the allocated garbage dumpsters, don’t leave decorations hanging from the tree, etc.) Please try to recycle and most importantly break down any boxes left behind.

An extra cleaning fee of $60 will be charged if food, plates, cups, etc. are not thrown out, and boxes are not broken down and put in the designated area. Please place all garbage in the garbage, and we will take care of the rest.

⎊ Furniture

Please make sure to move all furniture back to its original position. Downstairs furniture must remain downstairs. Upstairs furniture must remain upstairs. Any damage to space or furniture may result in extra charges.

⎊ Checkout

Please be ready for walkthrough and lock up at the end of your booking time. A fee of $250 will be charged if you are not checked out on time, and an additional $250 will be charged every 30 minutes that the space is still occupied by you or your guests.",,Southside,Brooklyn,11211,Event Space,,Air Conditioning;Furniture;Electricity;Lighting;Street Level;Internet;Ground Floor;Bathroom;Daylight;Raw;Industrial;Large Door Entrance;Multiple Rooms;Water Access;Animals Friendly,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Meeting;Shop Share;Photo Shooting,new-york
1323,25002,1,,10000.0,325000.0,12000.0,125000.0,False,,,Lower Level Warehouse Space in SoHo,This is the lower level of our ground floor loft space. It is connected through a large staircase pictured on our other listing entitled ground floor. This loft has an open floor plan that could be customized to your clients vision. If renting just this location the main floor would be rented as well.,,SoHo,New York,10013,Event Space,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Street Level;Internet;Window Display;Toilets;Ground Floor;Bathroom;Bar;Elevator;Raw;Industrial;Large Door Entrance;Car Display,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
1325,30113,1,,5000.0,,5000.0,,False,,,Elegant Triplex and Outdoor Oasis,"This space is located in the heart of Prospect Heights and comprehends 4,200 sq/ft of historic beauty built in 1899 with 3 stories of modern and elegant finishings and furnishings. This elegant triplex's versatility and clean backdrops make it ideal for all types of productions and commercial shoots and its inviting warmth in this multi-level home makes it equally suitable for all your event hosting needs.

The space boasts 3 bedrooms, an impeccable bathroom perfect for photoshoots, and a beautifully designed kitchen for food production shoots and chef dinners.

The outdoors is a true oasis that transports you out of the city into a magic green haven perfect for private events, parties, small outdoor weddings, anything you can imagine. Impress your guests in this incredible 2,168 sq/ft outdoor space. 

Fully equipped with state-of-the-art TVs throughout the house, Sonos sound system, top-of-the-line washer dryer, and walk-in closets help you realize your wildest dreams. 

AMENITIES
Open, high-end kitchen
3 bedrooms
Natural light
Unique bathroom
Spa bathtub
2K+ sqft. of outdoor space in nature 
Outdoor patio
3 Smart Tvs
Sonos system
Premium furnishings



SURROUNDINGS & PARKING
Street parking is free.

CAPACITY & PRICES
Meetings ― max. 50 guests; from $360/hr to $650/hr
Events ― max: 150 guests; from $470/hr to $915/hr
Productions ― max: 50 guests; from $360/hr to $650/hr
Showrooms ― minimum $4000/day + fees (8h)

Minimum quotes for Meetings: start at $3,580
Minimum quotes for Productions: start at $3,580
Minimum quotes for Events: start at $3,570

*Min. quotes include: the min. rental hours and cleaning services + on-site rep + concierge service.


ABOUT US
With over 1000+ bookings, 450+ unique clients, and 99% five-star reviews, we are a premium, venue-rental company that also provides extraordinary concierge service, managing over 20 exquisite spaces in New York. We have 6+ years of experience and are professionally staffed with 20+ experts (booking managers, ops team, concierge team, studio managers, and cleaning teams). You can expect zero homeowner interaction and pro end-to-end planning service for your needs.


WE HANDLE EVERYTHING 
We are a one-stop shop. When you decide to work with us, we will assign an inclusive dedicated concierge specialized in your rental type (events, meetings, productions, and showrooms) who will shoulder all the heavy lifting of translating your vision into reality. They will help with anything that comes up.

ARRIVAL & DEPARTURE
Upon arrival, the space will be prepped, spotless, and ready to use. The on-site rep will check you in and assist to load in/out your equipment, set up all the tech you need, and will be available (but out of your way) the entire time in case you need assistance.  


ARRIVAL & DEPARTURE
Upon arrival, the space will be prepped, spotless, and ready to use. The on-site rep will check you in and assist to load in/out your equipment, set up all the tech you need, and will be available (but out of your way) the entire time in case you need assistance. 

SOME OF OUR CLIENTS
Our hosting experience includes intimate events, off-site meetings, birthday parties, wedding receptions and small shoots as well as corporate events and productions for: 
Google, Uber, Public Goods, Open Web, Hinge, AB Inbev, WeWork, HBO, Netflix, Bet Networks, ACB, NBC, Fox, Apple, LinkedIn Etsy, Smuggler, Droga 5, Samsung, Montefiore Hospital, Huff Post, Daily Harvest, L’Officiel, Victoria’s Secret, L’Oreal, Ralph Lauren. 



***************************** FAQ & DISCLAIMERS ******************************

IS THERE A CLEANING FEE? HOW MUCH IS IT?
Yes. Cleaning fees start at $500/1-day booking. Included in min. quote.

WILL THERE BE AN ON-SITE REP?
Yes. Fees start at $150/booking. Included in min. quote.


DO I NEED A CERTIFICATE OF INSURANCE? 
COI is mandatory for all companies that book us for productions, offsite meetings, and events. For individuals, we can offer trusted, affordable COI suppliers.

DISCLAIMERS
Prices shown are our minimum before qualifying your reservation. Additional fees may apply once we have a full understanding of your project such as: total number of attendees, start and end time of your reservation, vehicles involved in your project (production), the amount of EQ to load in and load out, type of activity, etc. All additional fees will be discussed with you and agreed upon in the qualification.",,Prospect Heights,Brooklyn,11238,Event Space,,Air Conditioning;Garment Rack;Counters;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Sound & Video Equipment;Toilets;Living Space;Stunning View;Ground Floor;Bathroom;Daylight;Garden;Multiple Rooms;Smoking Area;Concierge;Animals Friendly,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,new-york
