,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1500,34250,90,,,1.0,,,False,,,Soho Boutique Pop Up,"The unit sits on Warwick Street, Soho, which runs parallel to Regent Street and with proximity to Piccadilly and Oxford Circus.  The unit is arranged over ground floor and basement, and forms part of a recently developed office scheme. Bafarat spent a great deal on the fitout, and the unit remains in a good quality fully fitted condition.
Local operators include: 1 Warwick by Maslow’s, Gathering Gallery, Rapha, Stone Island, 66 Degrees North, Uni Qlo, Theory, Kiln, Park Row and Whole Foods.",,Soho,London,W1B 5LU,Boutique / Shop,,Counters;Stock Room;Street Level;Window Display;Toilets;Stunning View;Whitebox / Minimal;Car Display,Fashion Show;Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference,london
1520,33788,1,,13200.0,62000.0,13200.0,62000.0,False,,,Heritage and Modern Event Space in London,"Recent RIBA Architecture Award-winning, our venue is the perfect marriage of heritage and modern design. With stunning views over the river, a bright, airy atmosphere throughout, and the ability to combine indoor and outdoor space, the venue’s flexible spaces are perfect for summer parties, conferences, trade shows, away days, wedding receptions, parties and much more.

Conveniently located on the Thames, our riverside location is served by Woolwich Arsenal pier, the Elizabeth Line and Woolwich Arsenal station are a five-minute walk from our doors, and London City Airport is minutes away by DLR.

As an arts charity, the words 'each for all and all for each' are part of our history and inspire everything we do. Embrace our site and our ethos and create an extraordinary event in our inspiring buildings.",,Royal Arsenal,Greater London,SE18 6HD,Event Space,,Furniture;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Street Level;Internet;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Bar;Elevator;Daylight;Industrial;Liquor Licence;Large Door Entrance;Car Display;Multiple Rooms;Water Access;Smoking Area;Concierge;Animals Friendly;Soundproof,Fashion Show;Private Sale;Art Opening;Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,london
1527,31451,1,,1200.0,20000.0,1200.0,6000.0,False,,,Photoshoot studio in a Victorian school,"This venue is a photographic studio and event space set on the entire top floor of a classic Victorian school in East London.
Originally built in 1906, the studio has a wealth of original architectural features - vaulted ceiling, parquet floor, pine stage and blue and cream Victorian tiling.
An extremely flexible space that can easily be transformed into anything from a modern penthouse, to an artist's loft to an airy, minimal studio.
A large range of props and furniture is available - industrial and decorative, antique, mid-century and contemporary.
- Capacity: 35 maximum
- Access: 5min walk from Stepney Green station and 10min walk from Whitechapel station
- Parking: street parking",,,Greater London,E1 3LE,Photo / Filming Studio,,Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Bathroom;Daylight;Industrial;Multiple Rooms;Water Access,Photoshoot & Filming;Photo Shooting,london
1536,23573,30,,,1.0,,,False,,Pop Up Boutique In Spitalfields,Perfect Pop-Up Boutique In Spitalfields,"Discover an incredible opportunity to establish your pop-up shop in the heart of Shoreditch's vibrant Spitalfields area. 

This 1,700 sq ft space enjoys a prime position fronting both Spitalfields Market and Commercial Street, surrounded by a mix of local independent and international retail brands. With an impressive array of neighbouring businesses, this move-in ready space is perfect for captivating the diverse and trendy Shoreditch shopping demographic.

ABOUT THE SPACE

Welcome to your ideal pop-up shop space, boasting a generous 1,700 sq ft of beautifully presented retail heaven. Step into a move-in ready haven, where you'll find a captivating frontage, inviting customers to explore your offerings. The space features hard flooring and abundant lighting, illuminating your products in the best possible way. Adding to the appeal, the interior showcases charming bare brick walls, infusing the ambiance with a touch of industrial chic. With both ground and basement areas, you have ample room to bring your creative vision to life.

ABOUT THE AREA

Nestled in the trendy enclave of Shoreditch, this location leaves no room for compromise. With Liverpool Street Station just a stone's throw to the west and the vibrant Brick Lane to the east, accessibility is unparalleled. Surround yourself with a captivating blend of neighbouring brands, including luxury names like Chanel and Benefit, as well as contemporary favourites like COS, Kiehls, Peloton, Superga, Rapha, Lululemon, and Anthropologie. The area's reputation for a mix of local independent and international retail brands makes it a sought-after destination for shoppers seeking unique experiences.

ABOUT YOUR CUSTOMERS

Here in Shoreditch's Spitalfields, the shopping demographic is a vibrant tapestry of trendsetters, fashion enthusiasts, and curious explorers. The area attracts a diverse mix of locals and tourists alike, each seeking the latest trends, exclusive products, and unforgettable experiences. As a melting pot of cultures and styles, Shoreditch exudes a dynamic energy that fosters creativity and innovation. Your pop-up shop has the potential to captivate this eclectic audience, cultivating new lifelong customers and leaving an indelible mark in this fashion-forward district.

Don't miss this exceptional chance to immerse yourself in Shoreditch's retail scene and make your mark in the fashion world. Embrace the spirit of Spitalfields and create an unforgettable retail experience that will resonate with your audience long after they leave your shop.","Spitalfields is located in Shoreditch close to Liverpool Street station to the west, and Brick Lane to the east.",Shoreditch,London,E1 6LZ,Boutique / Shop,,Air Conditioning;Counters;Lighting;Street Level;Window Display;Toilets,Pop-Up Store,london
1552,33067,1,2.0,1500.0,,,,False,,,"Traditional cosy oak-pannelled gastro pub settled in the charming backstreets of Marylebone village, under the roof of a Georgian townhouse.","Sit back and enjoy our à la carte menu. Our menu features influences from Scandinavia, created by our kitchen team, with ingredients that are thoughtfully sourced from independent or family-run producers. This light, airy and laid-back space lends itself to relaxing get-togethers and intimate meals.",,,Greater London,W1H 4HX,Event Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Heating;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Bar;Daylight;Multiple Rooms;Smoking Area;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
1558,16586,7,,,,,1995.0,False,,Curtain Road Pop Up Shop,Curtain Road Pop Up Shop,"Curtain Road is located nearby Shoreditch station and off Great Eastern Street, in the cool and trendy Shoreditch area. 

The space is move in ready, over three floors, visible frontage, traditional brick material, white walls, clean and tidy condition.  

The area gathers high footfall and attracts both locals and visitors to the area.","Curtain Road is located nearby Shoreditch station and off Great Eastern Street, in the cool and trendy Shoreditch area.",Shoreditch,London,EC2A 3PT,Boutique / Shop,,Electricity;Heating;Internet,Pop-Up Store,london
1569,33447,1,84.0,300.0,9000.0,600.0,2500.0,False,,,Elevate Your Brand with Our Beautifully Designed Retail Space,"Stunning aesthetics
Beautifully designed interior
Thoughtful design elements
Creative and modern space
Versatile layout
Prime location
High visibility
Foot traffic
Bar facility
Coffee shop
Cafe amenities
Refreshment facilities
Food and beverage options
Unique customer experience
Memorable shopping journey",,Bow,Greater London,E3 5LU,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Kitchen;Security System;Street Level;Internet;Window Display;Toilets;Ground Floor;Bathroom;Bar;Liquor Licence;Animals Friendly,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Food & Beverage;Meeting;Shop Share,london
1577,26277,1,,400.0,,500.0,,False,,,Sustainable Studio Space In East London,"Sustainable warehouse capture and photo studio with vaulted ceiling, situated in Leytonstone, East London. Run on power from renewable sources and zero to landfill. Space is 1000 sq ft.

On site kitchenette with large table and chairs is the ideal space for production team set up as well as leaving the studio fully self-sufficient for you to use as required throughout your day with little interruption.

The addition of the mezzanine floor gives the perfect space for hair, make- up and styling as well as a comfy client area overlooking the shoot space.

This well lit photography and video studio is situated in trendy area of Leytonstone which is only a stones throw from Leytonstone station.
Onsite toilet and parking facilities.",,,London,E11 3PJ,Photo / Filming Studio,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Private Parking;Large Door Entrance;Water Access,Fashion Show;Private Sale;Product Launch;Corporate Event;Photoshoot & Filming;Conference;Photo Shooting,london
1602,34091,1,,540.0,,,,False,,,Cosy Daylight Apartment Studio with Wooden Floor,"A  535 square feet space with beautiful natural light in east London - we are less than 15 min walking distance from both Bethnal Green Station (Central Line) and Mile End Station (District, Hammersmith and City, Central Lines).

Our studio apartment boasts huge east-facing windows, filling the space with lots of natural daylight and making it an ideal location for photoshoots.",,Bethnal Green,Greater London,E2 0DF,Photo / Filming Studio,,Furniture;Electricity;Kitchen;Internet;Toilets;Stunning View;Bathroom;Elevator;Animals Friendly;Terrace,Photoshoot & Filming;Photo Shooting,london
1621,18686,1,1.0,4000.0,124000.0,4000.0,28000.0,False,,Modern Gallery Space on Hanover Square,Hanover Square - Modern Gallery Space,"Situated in the heart of Mayfair, Hanover Square is a state-of- the-art venue showcasing emerging and established talent within the fast-growing contemporary art world.

A gallery by day and private events space by night, the venue boasts the perfect setting to impress clients wishing to host events ranging from private dinners to evening networking / drinks receptions, immersive events, brand activations, press days and much more.

The venue itself is 6,500 Sq./Ft split over two floors, both of which can operate independently. 
 
Exclusive hire of the venue allows for up to 420 guests, with a wide range of facilities on site, including a six-metre custom made LED screen, a sixteen-amp audio system, accompanied by showcase track lighting and multiple rigging points throughout the entire venue. There are also two fully equipped onsite kitchens, both with rear loading bay access.

With industrial features as well as a versatile layout, Hanover Square is a breathtaking and versatile backdrop for events of all natures.","Situated in the heart of Mayfair, Hanover Square is a state-of- the-art venue showcasing emerging and established talent within the fast-growing contemporary art world.",Mayfair,Greater London,W1S 1HD,Art Gallery,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,london
1628,33438,1,,220.0,5200.0,350.0,1300.0,True,29.0,,Trendy Studio Space By Tower Bridge,"I currently run a chauffeuring company inside the same building, however my business seizes at 4pm Monday - Friday. Therefore I’m open to renting the space out after 4pm Monday - Friday, and the whole of Saturday and Sunday. 

I’m also willing to change the original set-up to accommodate any type of booking received. I’m open to one on one tutoring sessions, meetings, offsites, trainings, yoga classes, art exhibitions and many many more. We also have a vending machine which can be accessed 24/7.",,,Greater London,E1 1SA,Office Space,,Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Security System;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Bathroom;Daylight;Industrial;Multiple Rooms;Water Access;Concierge,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
1632,27034,1,,375.0,5500.0,375.0,1875.0,False,,,Beautifully restored 1880s stables in North London,"Beautifully restored mews house in North London to hire for a variety of projects incl.:
- gallery space, - project space, - pop-up supper clubs, 
- product launches, - presentation, - music venue,  
-  office facilities production base, - cinema 
etc etc.


Fully equipped for commercial, editorial, fashion photo and video productions. 
Daylight & blackout.
Green & blue screen options. Background paper available.

Photo/video production services.
Fully equipped for shooting:
Music videos, interviews, YouTube clips etc.
Continuous lighting, colour gels, reflectors and green screen backdrop.
Technical assistance both during the shoot and post-production.


Environmentally sustainable space.
Earth-friendly operating principles.
Ecovate certification.
Nominated for Eco Micro Business of the year.
Promoting innovative approaches to environmental care.
The local community is at the heart of this space...
Wide range of regular plant-based living workshops and exhibitions.

Outside Congestion Zone.
Within easy reach of Stansted and Luton Airports.
Please email via the link above to discuss your projects.
Available for use by videographers:
4 x Bowens flash head units
Manfrotto studio stands
Range of reflectors and gels
Green Screen - cotton fabric 3 x 12m
Green Screen - 2.72 x 11m Colorama Greenscreen -33
Blue Screen - 2.72 x 11m Colorama Chromablue - 91

• 250 sq ft
• Daylight Studio. Art Gallery. Project Space
• Equipment Hire
• Drive-in/Daylight/Blackout
• Green & Blue Screen
• Kitchen
• Hair/Make-Up/Changing Area with steamer
• Shower
• Office
• 3 Phase by arrangement
• 24/7 access
• Production
• Set Build/Props
• Transport
• Catering
• Parking",,Finsbury Park,Greater London,N4 1SF,Photo / Filming Studio,,Furniture;Garment Rack;Counters;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Ground Floor;Bathroom;Daylight;Private Parking;Large Door Entrance;Multiple Rooms,Art Opening;Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,london
1642,31512,180,,,1.0,,,False,,,Prime Boutique on Oxford Street,"This prime retail 992 sq ft boutique on Oxford Street represents an exceptional opportunity to make a mark in the heart of London's vibrant shopping scene

Close to both Oxford Circus and Tottenham Court Road underground stations, the space experiences incredibly high footfall and with the recently opened Elizabeth line now in full operation this retail hotspot is only getting more popular.

The space is available for 6+ month rentals. Shorter terms may be considered but longer durations will take priority.

THE SPACE ITSELF

The boutique spans an area of 992 square feet, providing ample space for showcasing products and creating an inviting shopping experience.

The interior of the boutique is thoughtfully designed, offering a stylish and modern ambiance. Large display windows at the front allow passersby to catch a glimpse of the trendy merchandise, enticing them to step inside.

The boutique's layout is well-organised, allowing for easy navigation and efficient use of space. It features dedicated sections for various product categories, creating a seamless shopping journey for customers.

The decor is a perfect blend of contemporary and chic elements, enhancing the overall shopping atmosphere. The lighting is strategically placed to accentuate the products and create an alluring ambiance.

THE AREA

Oxford Street, London's iconic shopping boulevard, is a vibrant and bustling hub that captures the essence of the city's cosmopolitan spirit. With its unparalleled transport links, the street is easily accessible from all corners of London, making it a magnet for shoppers, tourists, and locals alike.

Transport links surrounding Oxford Street are abundant and efficient. The area is well-served by multiple London Underground stations, including Tottenham Court Road, Oxford Circus, and Bond Street, ensuring seamless connections to various parts of the city. Numerous bus routes also crisscross the area, providing further convenience for those arriving from different neighbourhoods.

Step onto Oxford Street, and you'll instantly feel the electric pulse of its atmosphere. The vibrant vibe is palpable as a myriad of shoppers, fashion enthusiasts, and curious tourists traverse the wide sidewalks. The air is charged with excitement and anticipation, as visitors explore the countless shops, boutiques, and flagship stores that line the street.

Fashion, in all its splendour, takes centre stage on Oxford Street. From prestigious luxury brands to beloved high-street retailers, the variety of shopping options seems endless. Trendsetters revel in the latest collections, while bargain hunters hunt for hidden gems in the well-known department stores like Selfridges, one of the street's most iconic landmarks.

Beyond shopping, Oxford Street also boasts an array of standout attractions and landmarks. The exquisite architecture of historic buildings stands tall amidst the modern facades. The bustling Oxford Circus, where the street intersects with Regent Street, buzzes with energy day and night, with street performers entertaining passersby.

For a moment of respite, nearby green spaces like Hyde Park and Regent's Park offer a serene retreat from the city's hustle and bustle, just a short stroll away. The street's strategic location in the heart of London's West End means that world-class theaters, restaurants, and cultural hotspots are easily within reach.

As the sun sets, Oxford Street transforms into a dazzling wonderland, with illuminated shopfronts and twinkling lights adorning the street. The nocturnal energy surges, drawing night owls to late-night shopping events, lively bars, and trendy nightspots, ensuring that the excitement never wanes.

In essence, Oxford Street is an emblem of London's effervescent charm. Its vibrant atmosphere, world-class shopping, and captivating landmarks create an unforgettable experience that captures the very essence of the city's allure. A must-visit destination for every traveler seeking the heartbeat of London's pulsating rhythm.

YOUR CUSTOMERS

Nestled in the vibrant heart of London, Oxford Street stands as a beacon of retail allure, drawing in a diverse tapestry of shoppers from near and far. This bustling shopping mecca boasts a rich blend of demographics that contribute to its bustling and dynamic atmosphere.

Tourists, hailing from every corner of the globe, flock to Oxford Street, eager to immerse themselves in its iconic shopping scene. The allure of internationally renowned department stores like Selfridges and Primark beckons visitors from Europe, North America, Asia, and the Middle East, who come seeking the ultimate retail experience.

Amongst the crowds, local residents and city dwellers form a significant contingent. They are drawn to Oxford Street for its sheer range of retail options, where luxury brands and high-street fashion coexist harmoniously, providing something for every style and budget.
Fashion enthusiasts, with their keen eyes for the latest trends, find themselves right at home on this iconic street. From the young and trendy to the seasoned fashionistas, Oxford Street offers a treasure trove of sartorial delights, allowing shoppers to elevate their style to new heights.

Embracing the spirit of academia, students play a notable role in Oxford Street's shopping scene. Drawn by the vibrant ambiance and the promise of affordable fashion, accessories, and electronics, they seamlessly blend with the diverse crowd.

Amidst the bustling shoppers, one can find the hurried pace of business professionals making a quick stop during lunch breaks or after work. With Oxford Street's strategic location in London's West End, it's a convenient spot for professionals to find what they need.

The street's charm extends to families as well, attracting parents and children alike. Families come to Oxford Street for back-to-school shopping, finding trendy children's clothing, toys, and a wide array of family-oriented merchandise.

Luxury shoppers are not left out either, as the street caters to their desires with upscale brands and exclusive boutiques that elevate the shopping experience to a whole new level of opulence.

In this vibrant tapestry of shoppers, Oxford Street stands as a testament to the city's cosmopolitan essence, embracing the diversity and individuality of each person who steps foot on its bustling sidewalks. A living, breathing hub of retail adventure, Oxford Street continues to evolve and captivate with its timeless charm and unwavering allure.",,West End,London,W1D 2DZ,Boutique / Shop,,Electricity;Street Level;Window Display;Toilets;Stunning View;Whitebox / Minimal,Pop-Up Store,london
1658,34136,1,336.0,5000.0,75000.0,5000.0,25000.0,False,,,Amazing venue - Located on Old Street in a high foot traffic location,"We are a popular Shoreditch railway arch event space and popup venue housed in the original ticket hall of Shoreditch Station which operated 1865 to 1940.
 Located on Old Street in a high foot traffic location, the venue is walking distance from Shoreditch High Street, Old Street and Liverpool Street underground stations. 

Unique venue features include exposed brickwork, industrial fixtures and lighting truss, vintage wrought iron front door and gates and our trademark station clock. 
Hire our venue's two Old Street billboards for increased event visibility and exposure.",,,Greater London,EC1V 9BP,Event Space,,Air Conditioning;Electricity;Heating;Street Level;Internet;Toilets;Bathroom;Industrial;Multiple Rooms;Water Access;Soundproof,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,london
1668,8460,84,,,12000.0,,,False,,Pop-Up Store on Portobello Road,Pop-Up Store on Portobello Road,"This large 1100 sq ft corner space is situated in the centre of Notting Hill's Portobello Market, a prime destination for vintage, fashion and antique shops. This is an ideal blank canvas for all your short-term retail events. 

It is a large street level corner shop on a busy crossroad in Notting Hill's Portobello Road. 

The space is sleek and sophisticated with an all white exterior and interior with striking dark tiled floors. The frontage is fitted with ceiling-to-floor windows which fully light up the space with daylight and provide visibility of all products on display to passers-by.

This is an ideal venue for hosting public retail events which anticipate a high footfall.","This large 1100 sq ft corner space is situated in the centre of Notting Hill's Portobello Market, a prime destination for vintage, fashion and antique shops.",Notting Hill,London,W11 1LU,Boutique / Shop,,Heating;Stock Room;Street Level;Internet;Toilets,Pop-Up Store,london
1687,28339,30,,,15800.0,,,False,,,Pop-Up Boutique in Seven Dials,"This recently refurbished boutique in the heart of Seven Dials, Covent Garden, is the perfect location for a pop-up shop.

The minimum rental period is only one month but longer tenants will be preferred.

Interested renters must have been trading for at least a year, have a minimum of 4,000 Instagram followers and be able to provide a brand pack. 

THE SPACE ITSELF

The boutique is in perfect move-in condition having only recently been refurbished. The space is split over ground floor and basement, both of which can be used for retail or any mix of operations or storage.

With brilliant white walls, wooden flooring, large windows and excellent lighting, the space is ideal for brands looking for a blank canvas.

YOUR CUSTOMERS

The vibrant district of Seven Dials, Covent Garden, is frequented by a diverse tapestry of people indulging in the unique shopping experiences on offer. Fashion enthusiasts eagerly explore the area's independent boutiques, designer stores, and concept shops, searching for the latest trends and fashion-forward pieces.

Alongside the fashion-forward crowd, Seven Dials attracts a multitude of culture seekers. Art enthusiasts, theater lovers, and music aficionados often browse the shops, appreciating the artistic and cultural ambiance that permeates Seven Dials.

The district also draws in a diverse group of locals and tourists alike, united in their quest for unique and distinctive experiences. Families explore the area, captivated by the eclectic shops, street performers, and lively atmosphere. Professionals on their lunch breaks or after-work excursions browse the shops, seeking stylish and practical finds. Tourists immerse themselves in the vibrant ambiance, eager to discover hidden gems and take part in the bustling energy that defines Seven Dials.

THE AREA

The atmosphere in Seven Dials is vibrant and bustling, creating a sense of energy and excitement. The streets are always teeming with a diverse mix of locals, tourists, and creative individuals, making it an ideal environment to showcase your brand's unique offerings. The district's pedestrian-friendly layout encourages exploration and engagement, allowing potential customers to leisurely discover your pop-up shop and engage with your brand.

Seven Dials embraces a creative and independent spirit, making it an excellent fit for a pop-up shop seeking to stand out and make an impact. The area is known for its artistic influences, with independent boutiques, concept stores, and galleries lining the streets. By setting up your pop-up shop here, you can tap into this artistic energy and align your brand with the creative culture of Seven Dials, attracting like-minded individuals who appreciate unique and distinctive offerings.

The sense of community in Seven Dials is strong, providing an opportunity to connect with local residents and businesses. The area fosters a supportive ecosystem for small businesses, and locals take pride in supporting and engaging with independent ventures. Running a pop-up shop in Seven Dials allows you to immerse yourself in this community, build relationships with fellow entrepreneurs, and tap into the loyal customer base that values and supports local enterprises.

Furthermore, Seven Dials is no stranger to events and festivals that attract a wide range of visitors. By strategically timing your pop-up shop to coincide with these events, you can leverage the increased foot traffic and capitalise on the heightened excitement and buzz in the area. This presents an excellent opportunity to create memorable experiences, engage with a diverse audience, and generate brand awareness.",,Covent Garden,London,WC2H 9DD,Boutique / Shop,,Counters;Electricity;Street Level;Window Display;Toilets;Stunning View;Ground Floor;Bathroom;Daylight;Whitebox / Minimal;Large Door Entrance,Product Launch;Pop-Up Store,london
1702,34247,90,,,15000.0,,,False,,,New Bond Street Flagship Store,"The building is undergoing a redevelopment and the rear of the retail/gallery space is being used to create a welfare space for the rest of the building. See attached for a plan of the promised demise (which will be separated from the welfare facility to the rear of the unit), with the mentioned welfare facility in blue. The tenant will still be able to walk through the new small lobby to access the rear WC.",,Mayfair,London,W1S 1ED,Boutique / Shop,,Counters;Electricity;Street Level;Window Display;Toilets;Stunning View;Whitebox / Minimal,Private Sale;Pop-Up Store,london
1711,30214,1,,900.0,,950.0,750.0,False,,,Photo Studio Hire London and Film Studio Hire London,London's must use photography studio and film studio for hire. Top photo studio hire and film studio hire in London. We are in the list of top photography studio London. Hire our photo studio and film studio in London at affordable price!! Looking for photo studio in London. London’s most used photo studio. Top photo studio hire and film studio hire in London. Hire our photo studio and film studio in London at affordable price!,,,Greater London,SE10 9QZ,Photo / Filming Studio,,Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Living Space;Ground Floor;Industrial;Private Parking;Large Door Entrance;Multiple Rooms;Water Access;Animals Friendly,Art Opening;Product Launch;Corporate Event;Photoshoot & Filming;Meeting;Photo Shooting,london
1726,34348,5,365.0,70.0,1450.0,85.0,375.0,False,,,Industrial Office space,"Basement Industrial Office, perfect for casual day meeting, photoshoot etc.
Brand new, also offers a fully equipped kitchen / bathroom 

Contact us for more info!",,,Greater London,N1 6DL,Office Space,,Furniture;Electricity;Kitchen;Lighting;Internet;Toilets;Living Space;Bathroom;Industrial;Water Access,Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,london
1750,9398,1,,2000.0,20000.0,2500.0,10000.0,False,,Pop-Up Showroom in Notting Hill,Pop-Up Showroom in Notting Hill,"Just an 5 minute walk from Notting Hill, this 1800 square feet space is suitable for fashion events, pop-up shops and showrooms.

The space is situated on the ground floor of an modern building.

It has a modern style and a large glass frontage. The color scheme is neutral and consists of white walls and grey flooring. There is also a kitchenette and parking.","Just an 5 minute walk from Notting Hill, this 1800 square feet space is suitable for fashion events, pop-up shops and showrooms.",Notting Hill,London,W10 6TP,Art Gallery,,Air Conditioning;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Toilets;Ground Floor,Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom,london
1775,32562,1,,1750.0,26250.0,1750.0,8750.0,False,,,Creative hub in the heart of Soho,"Welcome to our luxurious 102 sqm event space, designed with sophistication and a touch of artistic inspiration. Our space boasts of premium furnishings and finishes that will leave a lasting impression on you and your guests.

Situated in the heart of Soho, our event space opens up to the magnificent Golden Square Garden, providing a serene and picturesque backdrop for your gathering. Step outside and immerse yourself in a lush green oasis, perfect for taking a break from the hustle and bustle of the city.

With a plethora of dining options in the vicinity, from a range of restaurants to coffee shops and rooftop bars, your guests will be spoiled for choice. For the shopping enthusiasts, the vibrant neighborhoods of Carnaby and Regent Street are just a 2-minute walk away, providing endless opportunities for retail therapy. Book our event space today and create an unforgettable experience.
- Capacity: about 20 standing and seated
- Equipment: office (screen, projector, flipchart, etc.) and event (speaker, crockery, fully equipped kitchen, etc.)
- Access: 5min walk from Piccadilly Circus and Oxford Circus stations. 
- Parking: Pay-and-display parking nearby",,,Greater London,W1F 9LB,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Security System;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Bathroom;Multiple Rooms;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,london
1777,29982,1,21.0,2500.0,,2000.0,10000.0,False,,,Rosebery Loft Space,"3,000 sq. foot ’s open plan space, with exposed brick, industrial windows, green plants and wooden floors, fully equipped with AV and a really creative space which is perfect for all brands and events

The space is located on the door step of Exmouth Market if wish to explore foods from all over the world. Pubs are all around the space and its easily connected with Farringdon, Angel, Chancery Lane and King Cross by walking distance",,,Greater London,EC1R 4RR,Unique Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Window Display;Office Equipment;Toilets;Living Space;Stunning View;Bathroom;Elevator;Daylight;Industrial;Liquor Licence;Large Door Entrance;Multiple Rooms;Water Access;Concierge;Animals Friendly,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
1787,8523,1,,2400.0,30000.0,,12000.0,False,,Chic Townhouse Venue in Soho,Chic Townhouse Venue in Soho,"This 1460 sqft Victorian townhouse is centrally located with a high footfall of theatre goers and tourists, set around many top restaurants, independent cafes and high-end shops. 

Located on the ground floor of an impressive Victorian property, it has an advantageously beautiful frontage with period features and a discreet entrance, giving full attention to the display of your idea. Inside, the space is spread across two floors and is a blank canvas suitable for any type of event. It is also well lit with adjustable flood and spot lighting so you can create the perfect atmosphere for your event.
In addition, the on site team are experienced in working in events and pop-ups and are willing to help you set up.
Parking is limited in the area, you'll need to arrive early to catch a space! 

This space is a great opportunity to get your ideas seen in the bustling creative hub of London, Soho.","This 1460 sqft Victorian townhouse is centrally located with a high footfall of theatre goers and tourists, set around many top restaurants, independent cafes and high-end shops.",Soho,London,W1D 3AQ,Boutique / Shop,,Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Internet;Sound & Video Equipment;Toilets;Ground Floor,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming,london
1791,34251,180,,,6250.0,,,False,,,"Small Pop Up Boutique, Mayfair","The unit is located on Avery Row, a busy thoroughfare running parallel to New Bond Street and connecting Brook Street and Grosvenor Street. Local retailers and restaurants include: Paul Smith, La Petite Maison, Browns, Diptyque, Hush, Ted’s Grooming and The Salad Kitchen.",,Mayfair,London,Mayfair,Boutique / Shop,,Counters;Electricity;Lighting;Stock Room;Street Level;Window Display;Toilets;Stunning View;Whitebox / Minimal,Fashion Show;Private Sale;Pop-Up Store,london
